 유형 , 시도 , 시군 , 단지명 , 조성상태 , 지정면적 , 관리면적 , 전체면적 , 분양대상 , 분양 , 미분양 , 분양률 , 입주업체 , 가동업체 , 고용(남) , 고용(여) , 고용(계) , 누계생산(백만원) , 누계수출(천달러) 
일반,전북,익산시,익산제3 (① + ②),완료,"2,793 ","2,685 ","1,587 ","1,587 ","1,399 ",188 ,88 ,106 ,99 ,"1,590 ","1,152 ","2,742 ","7,316 ","3,214 "
일반,전북,익산시,   익산제3 ①,완료,"2,621 ","2,515 ","1,417 ","1,417 ","1,229 ",188 ,87 ,102 ,96 ,"1,486 ","1,138 ","2,624 ","7,244 ","3,204 "
일반,전북,익산시,   익산제3(외국인) ②,완료,172 ,170 ,170 ,170 ,170 ,0 ,100 ,4 ,3 ,104 ,14 ,118 ,72 ,10 
일반,전북,완주군,완주테크노밸리(2단계),조성중,"2,110 ","2,110 ","1,190 ","1,190 ","1,085 ",105 ,91 ,18 ,18 ,336 ,61 ,397 ,0 ,0 
일반,전북,전주시,전주친환경첨단복합(3-1단계),완료,284 ,284 ,183 ,183 ,183 ,0 ,100 ,3 ,3 ,467 ,37 ,504 ,"310,404 ",0 
일반,전북,김제시,지평선 (① + ②),완료,"2,986 ","2,986 ","1,943 ","1,943 ","1,797 ",146 ,92 ,110 ,88 ,"2,210 ",567 ,"2,777 ","824,680 ","99,830 "
일반,전북,김제시,   지평선 ①,완료,"1,995 ","1,995 ","1,179 ","1,179 ","1,097 ",82 ,93 ,74 ,57 ,"1,620 ",480 ,"2,100 ","568,670 ","76,800 "
일반,전북,김제시,   김제(자유무역) ②,완료,991 ,991 ,764 ,764 ,700 ,64 ,92 ,36 ,31 ,590 ,87 ,677 ,"256,010 ","23,030 "
일반,전북,남원시,남원,조성중,776 ,717 ,529 ,528 ,65 ,463 ,12 ,5 ,5 ,31 ,5 ,36 ,"70,568 ",0 
일반,전북,전주시,전주제1[재생사업지구],완료,"1,806 ","1,806 ","1,218 ","1,218 ","1,218 ",0 ,100 ,120 ,115 ,"1,806 ",692 ,"2,498 ","985,680 ","30,562 "
일반,전북,김제시,백구,조성중,336 ,336 ,233 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
도시첨단,전북,전주시,전주도시첨단,완료,110 ,110 ,39 ,39 ,39 ,0 ,100 ,73 ,68 ,379 ,159 ,538 ,"171,940 ","2,112 "
농공,전북,군산시,서수,완료,287 ,287 ,239 ,239 ,239 ,0 ,100 ,53 ,52 ,688 ,455 ,"1,143 ","117,297 ","1,995 "
농공,전북,군산시,성산,완료,142 ,142 ,126 ,126 ,126 ,0 ,100 ,24 ,24 ,136 ,45 ,181 ,"45,745 ","1,298 "
농공,전북,군산시,옥구,완료,140 ,130 ,103 ,103 ,103 ,0 ,100 ,49 ,49 ,260 ,145 ,405 ,"39,430 ","2,850 "
농공,전북,김제시,대동전문,완료,331 ,331 ,247 ,247 ,247 ,0 ,100 ,22 ,22 ,353 ,63 ,416 ,"114,000 ","12,000 "
농공,전북,김제시,만경,완료,215 ,215 ,181 ,181 ,181 ,0 ,100 ,28 ,28 ,589 ,91 ,680 ,"770,168 ","61,080 "
농공,전북,김제시,봉황,완료,233 ,233 ,204 ,204 ,204 ,0 ,100 ,42 ,41 ,344 ,231 ,575 ,"142,000 ","10,260 "
농공,전북,김제시,서흥,완료,277 ,277 ,236 ,236 ,236 ,0 ,100 ,43 ,43 ,485 ,86 ,571 ,"365,774 ","56,576 "
농공,전북,김제시,월촌,완료,145 ,145 ,122 ,122 ,122 ,0 ,100 ,25 ,25 ,214 ,60 ,274 ,"36,000 ","4,000 "
농공,전북,김제시,황산,완료,73 ,73 ,55 ,55 ,55 ,0 ,100 ,11 ,11 ,371 ,82 ,453 ,"7,576 ","1,692 "
농공,전북,남원시,광치1(구 광치),완료,146 ,140 ,117 ,117 ,117 ,0 ,100 ,21 ,21 ,221 ,55 ,276 ,"207,932 ",738 
농공,전북,남원시,광치2,완료,111 ,111 ,94 ,94 ,94 ,0 ,100 ,29 ,28 ,127 ,30 ,157 ,"32,666 ","2,380 "
농공,전북,남원시,노암,완료,149 ,147 ,102 ,102 ,102 ,0 ,100 ,30 ,30 ,173 ,133 ,306 ,"96,298 ",0 
농공,전북,남원시,노암제2,완료,179 ,180 ,126 ,126 ,126 ,0 ,100 ,13 ,13 ,204 ,193 ,397 ,"5,962 ","11,854 "
농공,전북,남원시,어현,완료,113 ,113 ,93 ,93 ,93 ,0 ,100 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
농공,전북,남원시,인월,완료,48 ,48 ,39 ,39 ,39 ,0 ,100 ,2 ,2 ,,,,,
농공,전북,익산시,낭산,완료,129 ,128 ,109 ,109 ,109 ,0 ,100 ,17 ,17 ,193 ,214 ,407 ,"5,002 ",36 
농공,전북,익산시,삼기,완료,132 ,131 ,113 ,113 ,113 ,0 ,100 ,34 ,34 ,346 ,169 ,515 ,"5,020 ",98 
농공,전북,익산시,왕궁,완료,330 ,330 ,246 ,246 ,246 ,0 ,100 ,17 ,17 ,686 ,116 ,802 ,"69,998 ","8,622 "
농공,전북,익산시,황등,완료,147 ,147 ,119 ,119 ,119 ,0 ,100 ,55 ,55 ,242 ,26 ,268 ,"4,802 ",0 
농공,전북,정읍시,고부,완료,151 ,151 ,128 ,128 ,128 ,0 ,100 ,13 ,13 ,300 ,101 ,401 ,"120,239 ","41,836 "
농공,전북,정읍시,농소,완료,186 ,185 ,176 ,176 ,176 ,0 ,100 ,6 ,6 ,215 ,85 ,300 ,"60,044 ",0 
농공,전북,정읍시,북면,완료,211 ,211 ,174 ,174 ,174 ,0 ,100 ,41 ,41 ,454 ,264 ,718 ,"92,269 ","5,218 "
농공,전북,정읍시,신용전문,완료,143 ,143 ,105 ,105 ,105 ,0 ,100 ,6 ,6 ,248 ,292 ,540 ,"113,112 ",0 
농공,전북,정읍시,신태인,완료,150 ,150 ,120 ,120 ,120 ,0 ,100 ,15 ,14 ,87 ,19 ,106 ,"157,924 ",0 
농공,전북,정읍시,태인,완료,247 ,247 ,170 ,170 ,170 ,0 ,100 ,31 ,30 ,215 ,99 ,314 ,"139,638 ","8,282 "
농공,전북,고창군,고수,완료,106 ,106 ,83 ,83 ,80 ,3 ,96 ,22 ,21 ,119 ,43 ,162 ,"14,460 ",44 
농공,전북,고창군,복분자,완료,196 ,195 ,127 ,127 ,114 ,13 ,90 ,14 ,12 ,150 ,191 ,341 ,"42,230 ",392 
농공,전북,고창군,아산,완료,140 ,140 ,111 ,111 ,111 ,0 ,100 ,26 ,25 ,92 ,30 ,122 ,"17,650 ",40 
농공,전북,고창군,흥덕,완료,315 ,315 ,240 ,240 ,240 ,0 ,100 ,17 ,15 ,281 ,38 ,319 ,"64,650 ",0 
농공,전북,무주군,무주,완료,147 ,147 ,120 ,120 ,120 ,0 ,100 ,2 ,2 ,,,,,
농공,전북,무주군,무주제2,완료,98 ,98 ,80 ,80 ,80 ,0 ,100 ,10 ,10 ,68 ,26 ,94 ,"12,878 ",163 
농공,전북,무주군,안성,완료,91 ,94 ,79 ,79 ,79 ,0 ,100 ,14 ,8 ,41 ,19 ,60 ,"4,442 ",282 
농공,전북,부안군,부안,완료,149 ,149 ,123 ,123 ,123 ,0 ,100 ,32 ,32 ,178 ,55 ,233 ,"48,000 ",0 
농공,전북,부안군,부안제2,완료,344 ,343 ,250 ,250 ,250 ,0 ,100 ,11 ,11 ,438 ,379 ,817 ,"196,318 ",990 
농공,전북,부안군,줄포,완료,89 ,89 ,68 ,68 ,68 ,0 ,100 ,16 ,16 ,84 ,118 ,202 ,"24,094 ",0 
농공,전북,순창군,가남,완료,83 ,83 ,62 ,62 ,62 ,0 ,100 ,2 ,2 ,,,,,
농공,전북,순창군,쌍암,완료,154 ,154 ,67 ,67 ,67 ,0 ,100 ,8 ,7 ,35 ,13 ,48 ,190 ,0 
농공,전북,순창군,풍산,완료,138 ,138 ,112 ,112 ,101 ,11 ,90 ,9 ,8 ,118 ,43 ,161 ,"16,430 ",0 
농공,전북,완주군,이서특별,완료,398 ,398 ,389 ,389 ,389 ,0 ,100 ,6 ,6 ,77 ,68 ,145 ,"44,508 ","7,258 "
농공,전북,임실군,신평,완료,53 ,53 ,49 ,49 ,49 ,0 ,100 ,10 ,10 ,95 ,86 ,181 ,"20,980 ",0 
농공,전북,임실군,오수,완료,132 ,132 ,93 ,93 ,93 ,0 ,100 ,23 ,21 ,90 ,65 ,155 ,"11,448 ",434 
농공,전북,임실군,임실,완료,147 ,147 ,133 ,133 ,133 ,0 ,100 ,1 ,1 ,,,,,
농공,전북,장수군,장계,완료,290 ,290 ,204 ,204 ,204 ,0 ,100 ,10 ,5 ,54 ,54 ,108 ,"10,420 ",268 
농공,전북,장수군,천천,완료,57 ,57 ,50 ,50 ,50 ,0 ,100 ,9 ,7 ,39 ,4 ,43 ,"6,301 ","2,509 "
농공,전북,진안군,진안제2,완료,146 ,146 ,105 ,105 ,105 ,0 ,100 ,36 ,36 ,136 ,51 ,187 ,"26,226 ",78 
농공,전북,진안군,진안홍삼한방,완료,266 ,266 ,191 ,191 ,191 ,0 ,100 ,38 ,38 ,177 ,101 ,278 ,"39,426 ",78 
농공,전북,군산시,임피,완료,239 ,238 ,175 ,175 ,167 ,8 ,95 ,44 ,41 ,269 ,80 ,349 ,"24,536 ",160 
농공,전북,순창군,인계(구 제2장류),완료,149 ,149 ,122 ,122 ,122 ,0 ,100 ,10 ,10 ,136 ,52 ,188 ,"29,042 ",150 
농공,전북,남원시,노암제3,완료,325 ,325 ,209 ,209 ,176 ,33 ,84 ,34 ,34 ,268 ,441 ,709 ,"25,598 ",0 
농공,전북,장수군,장수,완료,139 ,139 ,93 ,93 ,89 ,4 ,96 ,20 ,14 ,65 ,33 ,98 ,"11,983 ",0 
농공,전북,임실군,임실제2,완료,339 ,339 ,236 ,236 ,236 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,전북,김제시,백구,조성중,328 ,322 ,243 ,243 ,243 ,0 ,100 ,32 ,30 ,278 ,37 ,315 ,"40,000 ","4,000 "
농공,전북,순창군,풍산제2,완료,169 ,169 ,124 ,124 ,109 ,15 ,88 ,6 ,6 ,70 ,8 ,78 ,"5,690 ",0 
농공,전북,정읍시,소성특화,완료,230 ,230 ,163 ,163 ,100 ,63 ,61 ,18 ,13 ,36 ,26 ,62 ,"27,162 ",0 
농공,전북,진안군,진안연장,완료,53 ,53 ,45 ,45 ,45 ,0 ,100 ,11 ,11 ,39 ,42 ,81 ,"21,764 ",0 
농공,전북,부안군,부안제3,완료,327 ,326 ,228 ,228 ,45 ,183 ,20 ,10 ,8 ,62 ,25 ,87 ,"6,472 ",240 
농공,전북,익산시,함열,완료,329 ,288 ,208 ,208 ,63 ,145 ,30 ,2 ,1 ,,,,,
농공,전북,정읍시,철도산업,완료,222 ,222 ,143 ,143 ,110 ,33 ,77 ,5 ,2 ,,,,,
농공,전북,완주군,완주,완료,298 ,298 ,233 ,233 ,221 ,12 ,95 ,39 ,39 ,211 ,66 ,277 ,0 ,0 
농공,전북,임실군,오수제2,조성중,171 ,171 ,110 ,110 ,25 ,85 ,23 ,1 ,1 ,,,,,
국가,전남,여수시,삼일자원비축,완료,"4,157 ","4,088 ","3,442 ","3,442 ","3,442 ",0 ,100 ,2 ,2 ,,,,,
국가,전남,여수시,여수,조성중,"51,229 ","32,319 ","23,336 ","23,010 ","23,010 ",0 ,100 ,315 ,285 ,"19,536 ","1,589 ","21,125 ","41,741,159 ","14,199,200 "
국가,전남,영암군,대불국가산업단지 (① + ② + ③ + ④),완료,"22,239 ","13,394 ","6,962 ","6,962 ","6,937 ",25 ,100 ,419 ,361 ,"6,261 ","1,067 ","7,328 ","1,418,590 ","205,940 "
국가,전남,영암군,   대불(산업) ①,완료,"17,434 ","9,203 ","4,459 ","4,459 ","4,459 ",0 ,100 ,356 ,304 ,"4,133 ",671 ,"4,804 ","1,007,846 ","89,223 "
국가,전남,영암군,   대불(외국인) ②,완료,"1,164 ","1,163 ","1,151 ","1,151 ","1,151 ",0 ,100 ,34 ,28 ,862 ,156 ,"1,018 ","222,815 ",0 
국가,전남,영암군,   대불(자유무역) ③,완료,"1,838 ","1,225 ","1,006 ","1,006 ",981 ,25 ,98 ,29 ,29 ,"1,266 ",240 ,"1,506 ","187,929 ","116,717 "
국가,전남,영암군,   대불(주거단지) ④,완료,"1,803 ","1,803 ",346 ,346 ,346 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
국가,전남,함평군,빛그린 (①),조성중,"2,229 ","1,455 ","1,304 ",282 ,279 ,3 ,99 ,38 ,19 ,457 ,162 ,619 ,"101,086 ","9,774 "
국가,전남,함평군,   빛그린(전라남도 구역) ①,조성중,"2,229 ","1,455 ","1,304 ",282 ,279 ,3 ,99 ,38 ,19 ,457 ,162 ,619 ,"101,086 ","9,774 "
국가,전남,광양시,광양국가,조성중,"96,405 ","27,517 ","20,567 ","18,235 ","18,197 ",38 ,100 ,200 ,170 ,"15,397 ",906 ,"16,303 ","10,219,506 ","3,853,116 "
일반,전남,광양시,신금,완료,397 ,397 ,223 ,223 ,204 ,19 ,91 ,42 ,35 ,302 ,61 ,363 ,"23,042 ",0 
일반,전남,광양시,황금,조성중,"1,116 ","1,116 ",710 ,633 ,227 ,406 ,36 ,1 ,1 ,,,,,
일반,전남,광양시,광양익신,완료,474 ,190 ,64 ,64 ,60 ,4 ,94 ,58 ,53 ,511 ,116 ,627 ,"23,080 ",0 
일반,전남,나주시,나주,완료,549 ,549 ,402 ,402 ,397 ,5 ,99 ,48 ,32 ,219 ,225 ,444 ,"70,996 ","41,489 "
일반,전남,나주시,문평,완료,323 ,323 ,246 ,246 ,246 ,0 ,100 ,9 ,8 ,416 ,69 ,485 ,"535,520 ","27,751 "
일반,전남,목포시,세라믹,완료,116 ,115 ,75 ,75 ,74 ,1 ,99 ,32 ,12 ,98 ,19 ,117 ,"1,820 ","1,020 "
일반,전남,목포시,삽진,완료,218 ,216 ,170 ,170 ,170 ,0 ,100 ,45 ,45 ,245 ,39 ,284 ,"155,724 ","13,040 "
일반,전남,목포시,대양,완료,"1,546 ","1,062 ",848 ,848 ,773 ,75 ,91 ,175 ,148 ,"1,052 ",662 ,"1,714 ","40,654 ","8,484 "
일반,전남,순천시,순천[재생사업지구],완료,576 ,576 ,448 ,448 ,448 ,0 ,100 ,34 ,33 ,773 ,377 ,"1,150 ","571,032 ","297,062 "
일반,전남,순천시,해룡,조성중,"1,592 ","1,592 ","1,039 ",638 ,638 ,0 ,100 ,45 ,45 ,500 ,88 ,588 ,"53,150 ","7,756 "
일반,전남,여수시,율촌제1 (① + ②),조성중,"9,450 ","9,432 ","6,027 ","6,027 ","5,948 ",79 ,99 ,148 ,124 ,"5,229 ",670 ,"5,899 ","1,365,105 ","447,904 "
일반,전남,여수시,   율촌제1 ①,조성중,"9,106 ","9,107 ","5,776 ","5,776 ","5,737 ",39 ,99 ,129 ,111 ,"5,027 ",593 ,"5,620 ","1,328,826 ","399,944 "
일반,전남,순천시,   율촌(자유무역) ②,완료,344 ,325 ,251 ,251 ,211 ,40 ,84 ,19 ,13 ,202 ,77 ,279 ,"36,279 ","47,960 "
일반,전남,여수시,여수오천,완료,222 ,222 ,130 ,130 ,130 ,0 ,100 ,39 ,36 ,186 ,313 ,499 ,"59,167 ","2,523 "
일반,전남,여수시,율촌제2,미개발,"3,793 ","3,793 ","2,337 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,전남,영암군,삼호,완료,"2,971 ","2,971 ","2,153 ","2,153 ","2,153 ",0 ,100 ,1 ,1 ,,,,,
일반,전남,장성군,장성나노기술,완료,901 ,901 ,480 ,480 ,480 ,0 ,100 ,229 ,200 ,"1,405 ",453 ,"1,858 ","195,272 ","5,368 "
일반,전남,진도군,군내,조성중,686 ,686 ,532 ,382 ,382 ,0 ,100 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
일반,전남,광양시,세풍(광양만권경제자유구역),조성중,"2,422 ","2,422 ","1,488 ",521 ,514 ,7 ,99 ,5 ,5 ,123 ,52 ,175 ,"37,376 ","30,232 "
일반,전남,영광군,대마전기자동차(구 대마),완료,"1,889 ","1,652 ","1,094 ","1,094 ",944 ,150 ,86 ,51 ,44 ,415 ,125 ,540 ,"81,876 ","72,101 "
일반,전남,장흥군,장흥바이오식품(구 해당),조성중,"2,892 ","2,891 ","1,205 ","1,205 ",783 ,422 ,65 ,82 ,31 ,332 ,310 ,642 ,"130,616 ","13,168 "
일반,전남,해남군,화원조선(구 화원),조성중,"2,058 ","2,053 ","1,422 ",123 ,123 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,전남,화순군,화순생물의약(구 화순),완료,755 ,755 ,387 ,387 ,383 ,4 ,99 ,19 ,19 ,392 ,203 ,595 ,"60,196 ","9,446 "
일반,전남,영암군,용당,미개발,337 ,337 ,268 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,전남,함평군,동함평,완료,739 ,738 ,488 ,488 ,451 ,37 ,92 ,79 ,46 ,195 ,128 ,323 ,"50,000 ","2,400 "
일반,전남,담양군,에코하이테크담양(구 담양),완료,581 ,580 ,337 ,337 ,337 ,0 ,100 ,118 ,112 ,552 ,288 ,840 ,"76,300 ","1,340 "
일반,전남,여수시,묘도녹색,조성중,368 ,368 ,241 ,17 ,0 ,17 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,전남,나주시,나주신도,완료,298 ,297 ,226 ,226 ,199 ,27 ,88 ,16 ,14 ,61 ,27 ,88 ,"10,150 ",0 
일반,전남,무안군,운남,조성중,85 ,75 ,41 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,전남,강진군,강진,완료,655 ,646 ,410 ,410 ,249 ,161 ,61 ,32 ,5 ,82 ,7 ,89 ,0 ,0 
일반,전남,나주시,나주혁신(구 나주미래),완료,"1,789 ","1,789 ","1,214 ","1,214 ","1,175 ",39 ,97 ,172 ,103 ,"1,425 ",378 ,"1,803 ","254,356 ","12,142 "
일반,전남,무안군,무안항공특화,완료,350 ,350 ,269 ,269 ,113 ,156 ,42 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,전남,화순군,화순생물의학제2,미개발,308 ,308 ,195 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,전남,강진군,강진제2일반산업단지,미개발,304 ,304 ,211 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
도시첨단,전남,순천시,순천,조성중,190 ,190 ,70 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,전남,나주시,금천,완료,103 ,103 ,53 ,53 ,53 ,0 ,100 ,1 ,1 ,,,,,
농공,전남,나주시,노안,완료,125 ,125 ,88 ,88 ,88 ,0 ,100 ,35 ,23 ,101 ,51 ,152 ,"24,116 ",629 
농공,전남,나주시,동수,완료,209 ,209 ,179 ,179 ,179 ,0 ,100 ,56 ,34 ,135 ,58 ,193 ,"68,385 ",552 
농공,전남,나주시,문평,완료,69 ,69 ,56 ,56 ,56 ,0 ,100 ,7 ,4 ,17 ,3 ,20 ,"4,140 ",0 
농공,전남,나주시,봉황,완료,100 ,100 ,84 ,84 ,84 ,0 ,100 ,20 ,9 ,66 ,11 ,77 ,"7,003 ",0 
농공,전남,나주시,오량,완료,245 ,245 ,207 ,207 ,207 ,0 ,100 ,53 ,35 ,245 ,101 ,346 ,"98,742 ",0 
농공,전남,목포시,산정,완료,530 ,529 ,445 ,445 ,445 ,0 ,100 ,151 ,151 ,758 ,659 ,"1,417 ","685,200 ","84,140 "
농공,전남,순천시,주암,완료,106 ,105 ,81 ,81 ,81 ,0 ,100 ,33 ,33 ,185 ,36 ,221 ,"40,560 ","1,420 "
농공,전남,여수시,화양,완료,119 ,119 ,96 ,96 ,96 ,0 ,100 ,21 ,18 ,167 ,50 ,217 ,"29,578 ","1,500 "
농공,전남,강진군,마량,완료,56 ,56 ,41 ,41 ,41 ,0 ,100 ,15 ,15 ,44 ,61 ,105 ,"7,200 ",720 
농공,전남,고흥군,풍양,완료,55 ,50 ,39 ,39 ,39 ,0 ,100 ,9 ,6 ,21 ,6 ,27 ,283 ,0 
농공,전남,곡성군,겸면,완료,301 ,300 ,245 ,245 ,245 ,0 ,100 ,12 ,7 ,105 ,14 ,119 ,"61,324 ",0 
농공,전남,곡성군,석곡,완료,126 ,126 ,91 ,91 ,91 ,0 ,100 ,13 ,7 ,84 ,26 ,110 ,"10,710 ","1,275 "
농공,전남,곡성군,입면,완료,522 ,522 ,504 ,504 ,504 ,0 ,100 ,1 ,1 ,,,,,
농공,전남,구례군,간전,완료,102 ,102 ,82 ,82 ,82 ,0 ,100 ,14 ,13 ,55 ,14 ,69 ,"13,843 ",0 
농공,전남,담양군,금성,완료,233 ,233 ,192 ,192 ,192 ,0 ,100 ,37 ,33 ,461 ,140 ,601 ,"121,127 ",188 
농공,전남,담양군,무정,완료,181 ,181 ,152 ,152 ,152 ,0 ,100 ,41 ,37 ,182 ,65 ,247 ,"12,429 ",110 
농공,전남,무안군,삼향,완료,222 ,220 ,166 ,166 ,166 ,0 ,100 ,50 ,45 ,163 ,52 ,215 ,"23,446 ",954 
농공,전남,무안군,일로,완료,164 ,164 ,130 ,130 ,130 ,0 ,100 ,30 ,29 ,171 ,57 ,228 ,"17,099 ",88 
농공,전남,무안군,청계,완료,312 ,311 ,250 ,250 ,250 ,0 ,100 ,58 ,57 ,403 ,197 ,600 ,"111,077 ","1,031 "
농공,전남,무안군,청계2,완료,304 ,304 ,220 ,220 ,220 ,0 ,100 ,27 ,25 ,256 ,193 ,449 ,"102,779 ",821 
농공,전남,보성군,미력,완료,107 ,106 ,78 ,78 ,78 ,0 ,100 ,21 ,15 ,89 ,86 ,175 ,"6,500 ","4,600 "
농공,전남,보성군,벌교,완료,140 ,139 ,106 ,106 ,106 ,0 ,100 ,17 ,17 ,118 ,72 ,190 ,"9,700 ",120 
농공,전남,보성군,조성,완료,146 ,146 ,98 ,98 ,98 ,0 ,100 ,33 ,31 ,106 ,58 ,164 ,540 ,0 
농공,전남,신안군,지도,완료,272 ,272 ,205 ,205 ,205 ,0 ,100 ,1 ,1 ,,,,,
농공,전남,영광군,군서,완료,118 ,118 ,97 ,97 ,97 ,0 ,100 ,25 ,19 ,127 ,26 ,153 ,"9,662 ",16 
농공,전남,영광군,칠곡,완료,149 ,149 ,64 ,64 ,64 ,0 ,100 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
농공,전남,영암군,군서,완료,128 ,128 ,102 ,102 ,102 ,0 ,100 ,15 ,15 ,121 ,41 ,162 ,"23,065 ",0 
농공,전남,영암군,신북,완료,145 ,145 ,118 ,118 ,118 ,0 ,100 ,16 ,16 ,68 ,23 ,91 ,"8,303 ",0 
농공,전남,완도군,완도,완료,322 ,322 ,220 ,220 ,220 ,0 ,100 ,115 ,110 ,286 ,276 ,562 ,"117,210 ","7,254 "
농공,전남,완도군,죽청,완료,222 ,222 ,175 ,175 ,175 ,0 ,100 ,89 ,85 ,179 ,143 ,322 ,"98,114 ","20,422 "
농공,전남,장성군,동화,완료,120 ,120 ,96 ,96 ,96 ,0 ,100 ,27 ,26 ,508 ,196 ,704 ,"315,204 ","27,385 "
농공,전남,장성군,동화전자종합,완료,284 ,284 ,176 ,176 ,176 ,0 ,100 ,34 ,33 ,450 ,181 ,631 ,"150,000 ","30,648 "
농공,전남,장성군,삼계,완료,88 ,88 ,68 ,68 ,68 ,0 ,100 ,18 ,16 ,104 ,27 ,131 ,"19,722 ",0 
농공,전남,장흥군,장평,완료,103 ,102 ,78 ,78 ,78 ,0 ,100 ,20 ,15 ,56 ,36 ,92 ,"9,054 ",850 
농공,전남,진도군,고군,완료,101 ,101 ,69 ,69 ,69 ,0 ,100 ,25 ,19 ,64 ,26 ,90 ,"11,137 ",0 
농공,전남,진도군,군내,완료,260 ,260 ,171 ,171 ,72 ,99 ,42 ,10 ,2 ,,,,,
농공,전남,함평군,학교,완료,171 ,171 ,141 ,141 ,141 ,0 ,100 ,25 ,23 ,273 ,74 ,347 ,"26,000 ","1,800 "
농공,전남,함평군,함평,완료,103 ,103 ,86 ,86 ,86 ,0 ,100 ,9 ,9 ,118 ,19 ,137 ,0 ,0 
농공,전남,해남군,옥천,완료,103 ,103 ,81 ,81 ,81 ,0 ,100 ,20 ,16 ,128 ,22 ,150 ,"34,668 ",352 
농공,전남,화순군,능주,완료,102 ,102 ,81 ,81 ,81 ,0 ,100 ,40 ,40 ,109 ,43 ,152 ,"17,444 ",620 
농공,전남,화순군,도곡,완료,170 ,165 ,145 ,145 ,145 ,0 ,100 ,48 ,48 ,327 ,106 ,433 ,"13,390 ",298 
농공,전남,화순군,동면,완료,258 ,258 ,215 ,215 ,215 ,0 ,100 ,69 ,69 ,357 ,120 ,477 ,"22,668 ",0 
농공,전남,화순군,이양,완료,151 ,151 ,123 ,123 ,123 ,0 ,100 ,13 ,13 ,70 ,16 ,86 ,"18,360 ",0 
농공,전남,나주시,남평,미개발,112 ,112 ,69 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
농공,전남,장흥군,장흥,완료,150 ,148 ,96 ,96 ,19 ,77 ,20 ,5 ,2 ,,,,,
농공,전남,함평군,해보,완료,245 ,245 ,171 ,171 ,171 ,0 ,100 ,44 ,40 ,224 ,45 ,269 ,"22,270 ",0 
농공,전남,장흥군,장평제2,완료,47 ,47 ,37 ,37 ,37 ,0 ,100 ,2 ,2 ,,,,,
농공,전남,영광군,영광식품산업특화,조성중,109 ,109 ,44 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,전남,완도군,완도해양생물특화,완료,110 ,110 ,71 ,71 ,71 ,0 ,100 ,31 ,22 ,67 ,24 ,91 ,"10,518 ","1,636 "
농공,전남,해남군,땅끝해남식품특화,완료,143 ,142 ,89 ,89 ,88 ,1 ,99 ,18 ,14 ,41 ,32 ,73 ,"7,493 ",0 
농공,전남,고흥군,청정식품(구 동강),완료,145 ,145 ,98 ,98 ,98 ,0 ,100 ,21 ,16 ,118 ,83 ,201 ,"23,514 ","6,560 "
농공,전남,구례군,자연드림파크(구 용방),완료,144 ,144 ,71 ,71 ,71 ,0 ,100 ,17 ,17 ,144 ,143 ,287 ,"26,973 ",0 
농공,전남,영암군,영암특화,완료,116 ,116 ,81 ,81 ,81 ,0 ,100 ,16 ,12 ,34 ,33 ,67 ,"12,779 ",200 
농공,전남,영광군,송림그린테크 (구 송림),완료,144 ,144 ,97 ,97 ,97 ,0 ,100 ,33 ,32 ,188 ,85 ,273 ,"35,296 ",0 
농공,전남,화순군,동면제2,완료,147 ,141 ,100 ,100 ,100 ,0 ,100 ,23 ,21 ,171 ,68 ,239 ,"48,854 ",0 
농공,전남,담양군,에코-하이테크,완료,329 ,327 ,230 ,230 ,230 ,0 ,100 ,48 ,46 ,407 ,182 ,589 ,"114,516 ","7,219 "
농공,전남,함평군,학교명암축산특화,조성중,318 ,318 ,195 ,95 ,9 ,86 ,9 ,1 ,1 ,,,,,
농공,전남,해남군,화원조선,완료,153 ,153 ,110 ,110 ,110 ,0 ,100 ,1 ,1 ,,,,,
농공,전남,화순군,화순식품,완료,136 ,136 ,63 ,63 ,63 ,0 ,100 ,2 ,2 ,,,,,
농공,전남,여수시,화양한옥,조성중,34 ,34 ,15 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
